"Homolog > Gene 1 . Primary Identifier","Homolog > Gene 1 > Organism Name","Homolog > Gene 2 . Primary Identifier","Homolog > Gene 2 > Organism Name","Homolog > Relationship","Homolog > Gene 2 > Chromosome Location . End","Homolog > Gene 2 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome Location . End","Homolog > Gene 1 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome > Name","Homolog > Gene 2 > Chromosome > Name","Homolog > Gene 1 > Defline","Homolog > Gene 2 > Defline",
"GRMZM2G147452","Z. mays","Sobic.007G180200","S. bicolor","one-to-one","60091849","60088108","195374901","195372399","4","Chr07","","similar to Os08g0546900 protein",
"GRMZM2G147454","Z. mays","Sobic.002G276700","S. bicolor","one-to-one","65929173","65926259","143454306","143451357","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G147459","Z. mays","Sobic.002G276800","S. bicolor","one-to-one","65938336","65934919","143462930","143458721","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G147467","Z. mays","Sobic.002G216100","S. bicolor","many-to-one","60793256","60791296","184829875","184827089","2","Chr02","","similar to Cytochrome P450 monooxygenase CYP92A1",
"GRMZM2G147491","Z. mays","Sobic.005G107900","S. bicolor","one-to-one","20564221","20562376","119168503","119166785","2","Chr05","","similar to Herbicide safener binding protein",
"GRMZM2G147500","Z. mays","Sobic.007G087800","S. bicolor","one-to-one","11823299","11817682","71308512","71302629","4","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G147534","Z. mays","Sobic.001G439300","S. bicolor","one-to-one","64554363","64548454","143421904","143411447","9","Chr01","","similar to Expressed protein",
"GRMZM2G147560","Z. mays","Sobic.002G095400","S. bicolor","one-to-one","9879029","9873323","26983655","26980477","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G147579","Z. mays","Sobic.004G359000","S. bicolor","one-to-one","67876807","67874857","217472628","217470848","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G147587","Z. mays","Sobic.003G109500","S. bicolor","one-to-one","9911999","9906444","6671763","6661829","8","Chr03","","similar to Putative uncharacterized protein P0672D08.7",
"GRMZM2G147603","Z. mays","Sobic.001G443300","S. bicolor","many-to-one","64893272","64883523","31603229","31582462","1","Chr01","","similar to TPR Domain containing protein, expressed",
"GRMZM2G147608","Z. mays","Sobic.003G158800","S. bicolor","many-to-many","18238468","18235961","278683661","278682378","1","Chr03","","",
"GRMZM2G147608","Z. mays","Sobic.004G063800","S. bicolor","many-to-many","5146455","5145537","278683661","278682378","1","Chr04","","",
"GRMZM2G147614","Z. mays","Sobic.003G238100","S. bicolor","one-to-many","57799844","57796728","86907161","86903873","5","Chr03","","similar to Putative uncharacterized protein B1164G01.8",
"GRMZM2G147614","Z. mays","Sobic.004G059400","S. bicolor","one-to-many","4791914","4787910","86907161","86903873","5","Chr04","","similar to Putative uncharacterized protein B1164G01.8",
"GRMZM2G147616","Z. mays","Sobic.002G212600","S. bicolor","many-to-one","60475798","60474947","148910859","148909480","4","Chr02","","",
"GRMZM2G147619","Z. mays","Sobic.006G080300","S. bicolor","one-to-one","45791003","45777865","52456233","52449235","2","Chr06","","similar to SET domain-containing protein SET102",
"GRMZM2G147623","Z. mays","Sobic.006G002800","S. bicolor","one-to-one","476581","468711","114441385","114431775","2","Chr06","","similar to OSJNBa0094O15.14 protein",
"GRMZM2G147629","Z. mays","Sobic.007G108400","S. bicolor","one-to-one","37794661","37790266","221333918","221331274","1","Chr07","","similar to Os08g0359300 protein",
"GRMZM2G147659","Z. mays","Sobic.006G003000","S. bicolor","many-to-one","494760","493595","114408934","114408062","2","Chr06","","similar to B0616E02-H0507E05.1 protein",
"GRMZM2G147667","Z. mays","Sobic.006G080400","S. bicolor","one-to-one","45796036","45791300","52448172","52444238","2","Chr06","","",
"GRMZM2G147671","Z. mays","Sobic.001G439600","S. bicolor","one-to-one","64579660","64574456","143426799","143421850","9","Chr01","","similar to OsS5a",
"GRMZM2G147683","Z. mays","Sobic.007G065000","S. bicolor","one-to-one","6815347","6812854","57784622","57781999","10","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G147685","Z. mays","Sobic.006G080500","S. bicolor","one-to-one","45801773","45797437","52442955","52437508","2","Chr06","","",
"GRMZM2G147687","Z. mays","Sobic.001G089100","S. bicolor","one-to-one","6915063","6909515","276377603","276371915","1","Chr01","","similar to Exoglucanase precursor",
"GRMZM2G147698","Z. mays","Sobic.001G358900","S. bicolor","one-to-one","57693682","57691441","64245594","64243765","1","Chr01","","similar to Putative Myb-like DNA-binding protein",
"GRMZM2G147701","Z. mays","Sobic.004G269700","S. bicolor","one-to-one","60700622","60697633","159590358","159588279","4","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G147709","Z. mays","Sobic.003G436300","S. bicolor","one-to-one","73755762","73752284","156777876","156774183","8","Chr03","","similar to Membrane protein-like",
"GRMZM2G147716","Z. mays","Sobic.002G368700","S. bicolor","one-to-one","72796574","72791170","164456819","164451097","7","Chr02","","similar to Putative MADS-domain transcription factor",
"GRMZM2G147727","Z. mays","Sobic.004G116900","S. bicolor","one-to-one","12297378","12294963","223369176","223366764","4","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G147752","Z. mays","Sobic.003G229200","S. bicolor","one-to-one","56775806","56773369","216959373","216957043","3","Chr03","","similar to Os01g0628900 protein",
"GRMZM2G147756","Z. mays","Sobic.007G116800","S. bicolor","one-to-one","49410445","49407621","72845272","72842573","4","Chr07","","similar to Putative polygalacturonase isoenzyme 1 beta subunit homolog",
"GRMZM2G147772","Z. mays","Sobic.004G116800","S. bicolor","one-to-one","12294303","12289931","223372107","223368740","4","Chr04","","similar to Os02g0261000 protein",
"GRMZM2G147774","Z. mays","Sobic.003G229100","S. bicolor","one-to-one","56756866","56752610","216965853","216962882","3","Chr03","","similar to Os01g0628900 protein",
"GRMZM2G147791","Z. mays","Sobic.009G105600","S. bicolor","one-to-one","42852121","42850189","54179283","54177566","3","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G147800","Z. mays","Sobic.004G042200","S. bicolor","one-to-one","3486568","3481665","80757053","80751625","5","Chr04","","similar to Putative adagio-like protein 2",
"GRMZM2G147804","Z. mays","Sobic.009G005600","S. bicolor","many-to-one","511357","510113","34124481","34122458","6","Chr09","","",
"GRMZM2G147811","Z. mays","Sobic.008G192600","S. bicolor","one-to-one","55261391","55256710","95885088","95878787","3","Chr08","","similar to Protein kinase domain containing protein, expressed",
"GRMZM2G147814","Z. mays","Sobic.007G203300","S. bicolor","many-to-one","62166570","62163078","7869844","7867659","5","Chr07","","similar to Putative uncharacterized protein P0675A05.28",
"GRMZM2G147819","Z. mays","Sobic.002G060800","S. bicolor","one-to-one","5849396","5844825","233268111","233263572","2","Chr02","","",
"GRMZM2G147854","Z. mays","Sobic.006G269800","S. bicolor","one-to-one","61152471","61144635","1339765","1319742","2","Chr06","","similar to OSJNBb0017I01.15 protein",
"GRMZM2G147856","Z. mays","Sobic.010G199800","S. bicolor","one-to-one","54021217","54016774","98253765","98249003","9","Chr10","","similar to Phosphatase-like",
"GRMZM2G147857","Z. mays","Sobic.008G190000","S. bicolor","one-to-one","55069846","55065518","93329971","93326318","3","Chr08","","similar to Leucine-rich repeat family protein, putative, expressed",
"GRMZM2G147867","Z. mays","Sobic.009G140500","S. bicolor","one-to-one","49778170","49774966","147707417","147704754","6","Chr09","","similar to Os05g0418800 protein",
"GRMZM2G147882","Z. mays","Sobic.003G036300","S. bicolor","one-to-one","3329234","3325034","20981343","20977098","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G147884","Z. mays","Sobic.006G119200","S. bicolor","one-to-one","49529988","49522843","38770944","38761024","2","Chr06","","similar to OSIGBa0106G07.12 protein",
"GRMZM2G147894","Z. mays","Sobic.004G086100","S. bicolor","one-to-one","7167406","7165130","112450572","112448726","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G147900","Z. mays","Sobic.001G099200","S. bicolor","one-to-one","7584116","7581773","273760563","273759022","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G147908","Z. mays","Sobic.002G063800","S. bicolor","one-to-one","6232213","6230577","233246456","233244973","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G147917","Z. mays","Sobic.001G099300","S. bicolor","one-to-one","7592581","7590109","273744358","273742361","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G147920","Z. mays","Sobic.001G482500","S. bicolor","one-to-one","68220630","68218686","16800248","16798045","1","Chr01","","similar to Membrane associated salt-inducible protein, putative, expressed",
"GRMZM2G147942","Z. mays","Sobic.001G439800","S. bicolor","one-to-one","64595945","64592408","32843863","32840926","1","Chr01","","similar to Os03g0242900 protein",
"GRMZM2G147955","Z. mays","Sobic.002G251300","S. bicolor","one-to-one","63775842","63774310","191155345","191154080","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G147961","Z. mays","Sobic.009G139300","S. bicolor","one-to-one","49668338","49663604","147618725","147613888","6","Chr09","","similar to Putative uncharacterized protein OSJNBa0084P24.18",
"GRMZM2G148022","Z. mays","Sobic.003G299700","S. bicolor","one-to-one","63104261","63100942","173541170","173529415","8","Chr03","","",
"GRMZM2G148026","Z. mays","Sobic.007G066500","S. bicolor","many-to-many","7096109","7095044","28538003","28536893","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G148026","Z. mays","Sobic.007G066600","S. bicolor","many-to-many","7107739","7106531","28538003","28536893","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G148026","Z. mays","Sobic.007G066800","S. bicolor","many-to-many","7116528","7115091","28538003","28536893","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G148026","Z. mays","Sobic.007G066900","S. bicolor","many-to-many","7151808","7150624","28538003","28536893","4","Chr07","","",
"GRMZM2G148026","Z. mays","Sobic.007G067000","S. bicolor","many-to-many","7163385","7162067","28538003","28536893","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G148026","Z. mays","Sobic.007G067100","S. bicolor","many-to-many","7172381","7170701","28538003","28536893","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G148026","Z. mays","Sobic.007G067200","S. bicolor","many-to-many","7282347","7264855","28538003","28536893","4","Chr07","","",
"GRMZM2G148026","Z. mays","Sobic.007G067400","S. bicolor","many-to-many","7291857","7290710","28538003","28536893","4","Chr07","","",
"GRMZM2G148026","Z. mays","Sobic.007G067600","S. bicolor","many-to-many","7310288","7309149","28538003","28536893","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G148052","Z. mays","Sobic.004G068600","S. bicolor","one-to-one","5607561","5604944","96569945","96567989","5","Chr04","","",
"GRMZM2G148056","Z. mays","Sobic.002G123400","S. bicolor","one-to-one","16463121","16461376","40633314","40631485","7","Chr02","","similar to Response regulator",
"GRMZM2G148057","Z. mays","Sobic.001G536300","S. bicolor","one-to-one","72792276","72786078","154836561","154833849","9","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G148060","Z. mays","Sobic.010G168400","S. bicolor","one-to-one","49463282","49453561","56365456","56357488","9","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G148074","Z. mays","Sobic.001G297200","S. bicolor","one-to-one","50553280","50551271","93083670","93082039","1","Chr01","","similar to DNA-binding protein",
"GRMZM2G148078","Z. mays","Sobic.007G097700","S. bicolor","one-to-one","18028610","18024947","43820965","43818724","10","Chr07","","similar to Putative uncharacterized protein OJ1540_G08.23",
"GRMZM2G148087","Z. mays","Sobic.003G341100","S. bicolor","one-to-one","66417445","66414558","183947443","183944439","3","Chr03","","similar to Transcription factor WRKY24",
"GRMZM2G148090","Z. mays","Sobic.001G323700","S. bicolor","one-to-one","53921146","53912101","156247188","156245115","9","Chr01","","",
"GRMZM2G148099","Z. mays","Sobic.009G083100","S. bicolor","one-to-one","12214360","12213143","135268741","135267482","6","Chr09","","Predicted protein",
"GRMZM2G148106","Z. mays","Sobic.010G027200","S. bicolor","one-to-one","2187044","2184182","22069582","22066396","9","Chr10","","similar to PL5L15",
"GRMZM2G148118","Z. mays","Sobic.004G113400","S. bicolor","one-to-one","11255730","11243765","225807976","225797502","4","Chr04","","",
"GRMZM2G148126","Z. mays","Sobic.010G046100","S. bicolor","many-to-one","3597070","3596786","141897768","141897379","3","Chr10","","similar to Os02g0134300 protein",
"GRMZM2G148133","Z. mays","Sobic.002G400700","S. bicolor","one-to-one","75108389","75106438","170612010","170608085","7","Chr02","","",
"GRMZM2G148167","Z. mays","Sobic.010G060700","S. bicolor","one-to-one","4751557","4747837","123529284","123526597","6","Chr10","","",
"GRMZM2G148176","Z. mays","Sobic.002G400600","S. bicolor","one-to-one","75106442","75103317","170610131","170607054","7","Chr02","","similar to Beta-glucosidase",
"GRMZM2G148180","Z. mays","Sobic.001G294100","S. bicolor","one-to-one","50057988","50053212","114306106","114301799","9","Chr01","","similar to ICE-like protease p20 domain containing protein, expressed",
"GRMZM2G148188","Z. mays","Sobic.005G098300","S. bicolor","one-to-one","16157282","16154873","16523297","16521450","4","Chr05","","similar to Putative auxin-responsive protein IAA29",
"GRMZM2G148194","Z. mays","Sobic.002G374700","S. bicolor","one-to-one","73230716","73218534","212149690","212143976","2","Chr02","","similar to Putative (S)-2-hydroxy-acid oxidase",
"GRMZM2G148211","Z. mays","Sobic.006G119300","S. bicolor","one-to-one","49547729","49543573","38731631","38727592","2","Chr06","","similar to OSIGBa0106G07.13 protein",
"GRMZM2G148229","Z. mays","Sobic.002G399500","S. bicolor","one-to-one","75012454","75006664","170582099","170571686","7","Chr02","","similar to Integral membrane protein-like",
"GRMZM2G148249","Z. mays","Sobic.002G394200","S. bicolor","one-to-one","74656875","74652034","169449018","169444105","7","Chr02","","similar to Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1",
"GRMZM2G148270","Z. mays","Sobic.005G111600","S. bicolor","one-to-one","27211300","27210087","122544404","122543469","2","Chr05","","",
"GRMZM2G148272","Z. mays","Sobic.002G318200","S. bicolor","one-to-one","69032848","69031636","153220328","153219518","7","Chr02","","weakly similar to Putative uncharacterized protein OSJNBa0036M16.104",
"GRMZM2G148316","Z. mays","Sobic.007G055900","S. bicolor","one-to-one","5753946","5753005","73761458","73760409","10","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G148323","Z. mays","Sobic.001G220300","S. bicolor","one-to-one","20707725","20697251","232115859","232104660","1","Chr01","","similar to EF hand family protein, expressed",
"GRMZM2G148333","Z. mays","Sobic.002G212000","S. bicolor","many-to-one","60422020","60418543","184212209","184209896","2","Chr02","","similar to EREB",
"GRMZM2G148355","Z. mays","Sobic.004G304000","S. bicolor","one-to-many","63621919","63619218","147614841","147612180","4","Chr04","","similar to Short-chain dehydrogenase/reductase protein-like",
"GRMZM2G148355","Z. mays","Sobic.004G304100","S. bicolor","one-to-many","63635065","63632261","147614841","147612180","4","Chr04","","similar to Short-chain dehydrogenase/reductase protein-like",
"GRMZM2G148370","Z. mays","Sobic.001G034500","S. bicolor","many-to-one","2621468","2615157","293351525","293343176","1","Chr01","","similar to Putative uncharacterized protein OJ1754_E06.24",
"GRMZM2G148374","Z. mays","Sobic.004G331500","S. bicolor","one-to-one","65788929","65785225","173749650","173746259","4","Chr04","","similar to Cation-transporting ATPase",
"GRMZM2G148387","Z. mays","Sobic.004G216600","S. bicolor","one-to-one","55905586","55903384","185459022","185455380","5","Chr04","","similar to Glutaredoxin-C4, chloroplast precursor",
"GRMZM2G148400","Z. mays","Sobic.010G155500","S. bicolor","one-to-one","45831189","45826998","65308747","65305007","9","Chr10","","similar to Os06g0531000 protein",
"GRMZM2G148404","Z. mays","Sobic.008G041900","S. bicolor","one-to-one","4064165","4062252","6378546","6377440","10","Chr08","","similar to Os12g0157700 protein",
"GRMZM2G148411","Z. mays","Sobic.008G041700","S. bicolor","one-to-one","4053604","4049477","6359528","6355226","10","Chr08","","similar to TLD family protein, expressed",
"GRMZM2G148441","Z. mays","Sobic.006G001000","S. bicolor","one-to-one","109014","106624","96110569","96108546","10","Chr06","","similar to H0102C09.4 protein",
"GRMZM2G148460","Z. mays","Sobic.010G156000","S. bicolor","one-to-one","45872730","45868012","106238190","106235418","6","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G148467","Z. mays","Sobic.006G171000","S. bicolor","one-to-one","53672657","53668623","139109641","139106686","10","Chr06","","similar to Squamosa promoter-binding-like protein 7",
"GRMZM2G148485","Z. mays","Sobic.004G294500","S. bicolor","many-to-one","62777961","62776146","152607062","152593574","4","Chr04","","similar to Expansin-B15 precursor",
"GRMZM2G148492","Z. mays","Sobic.006G223500","S. bicolor","one-to-one","57891198","57889622","142849818","142848697","10","Chr06","","similar to H0303G06.1 protein",
"GRMZM2G148534","Z. mays","Sobic.004G254300","S. bicolor","one-to-one","59384012","59382234","164202616","164201121","4","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G148536","Z. mays","Sobic.001G267800","S. bicolor","one-to-one","43936419","43933812","119223015","119220457","1","Chr01","","similar to Thaumatin family protein, expressed",
"GRMZM2G148538","Z. mays","Sobic.005G127100","S. bicolor","one-to-one","45695599","45691971","22356495","22352225","4","Chr05","","similar to Putative uncharacterized protein",
"GRMZM2G148555","Z. mays","Sobic.003G223900","S. bicolor","one-to-one","56011980","56006572","217982374","217975562","3","Chr03","","",
"GRMZM2G148586","Z. mays","Sobic.003G332500","S. bicolor","one-to-one","65713980","65709499","170626398","170620984","8","Chr03","","",
"GRMZM2G148594","Z. mays","Sobic.006G224800","S. bicolor","one-to-one","57984993","57977092","142924821","142914867","10","Chr06","","similar to OSJNBa0089N06.9 protein",
"GRMZM2G148605","Z. mays","Sobic.002G008300","S. bicolor","one-to-one","762905","761217","1632461","1630745","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G148621","Z. mays","Sobic.006G225200","S. bicolor","one-to-one","58003713","58001193","142929873","142927784","10","Chr06","","similar to Cyclin-P1-1",
"GRMZM2G148624","Z. mays","Sobic.010G121700","S. bicolor","one-to-one","14051752","14050253","119825769","119824735","6","Chr10","","weakly similar to Phytocyanin protein-like",
"GRMZM2G148633","Z. mays","Sobic.006G225300","S. bicolor","one-to-one","58017041","58013575","142935235","142931727","10","Chr06","","similar to Os04g0629000 protein",
"GRMZM2G148695","Z. mays","Sobic.001G028900","S. bicolor","many-to-many","2255597","2250306","81244776","81239424","1","Chr01","","",
"GRMZM2G148695","Z. mays","Sobic.009G245200","S. bicolor","many-to-many","58098243","58095347","81244776","81239424","1","Chr09","","weakly similar to Ulp1 protease family, C-terminal catalytic domain containing protein",
"GRMZM2G148702","Z. mays","Sobic.010G177300","S. bicolor","one-to-one","51273925","51269508","89658343","89654357","9","Chr10","","similar to Chromosome undetermined scaffold_151, whole genome shotgun sequence",
"GRMZM2G148706","Z. mays","Sobic.001G476600","S. bicolor","one-to-one","67742351","67741245","18985176","18983685","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G148709","Z. mays","Sobic.009G056200","S. bicolor","one-to-one","5771664","5764491","124927554","124919145","6","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G148723","Z. mays","Sobic.003G004600","S. bicolor","one-to-one","437377","433128","1613076","1600639","3","Chr03","","similar to Putative uncharacterized protein P0702F03.35",
"GRMZM2G148726","Z. mays","Sobic.001G502800","S. bicolor","many-to-many","69950016","69947132","18990211","18988082","1","Chr01","","",
"GRMZM2G148726","Z. mays","Sobic.006G169100","S. bicolor","many-to-many","53545013","53543063","18990211","18988082","1","Chr06","","similar to Putative uncharacterized protein",
"GRMZM2G148726","Z. mays","Sobic.006G186900","S. bicolor","many-to-many","55113632","55111963","18990211","18988082","1","Chr06","","",
"GRMZM2G148769","Z. mays","Sobic.002G272500","S. bicolor","one-to-one","65524785","65520768","221505281","221501343","2","Chr02","","similar to Probable 6-phosphogluconolactonase 4, chloroplast precursor",
"GRMZM2G148772","Z. mays","Sobic.004G063200","S. bicolor","one-to-one","5105180","5103777","89753301","89751516","5","Chr04","","similar to Os02g0178100 protein",
"GRMZM2G148783","Z. mays","Sobic.003G372600","S. bicolor","one-to-one","68805333","68801782","165541034","165537864","8","Chr03","","Predicted protein",
"GRMZM2G148790","Z. mays","Sobic.010G231200","S. bicolor","one-to-one","57207919","57205570","46557065","46555315","5","Chr10","","Predicted protein",
"GRMZM2G148800","Z. mays","Sobic.003G371100","S. bicolor","one-to-one","68720725","68717631","165545831","165543587","8","Chr03","","similar to OSJNBb0008G24.12 protein",
"GRMZM2G148807","Z. mays","Sobic.010G231300","S. bicolor","one-to-one","57215445","57207594","46567200","46557814","5","Chr10","","similar to Os06g0680500 protein",
"GRMZM2G148811","Z. mays","Sobic.010G109600","S. bicolor","one-to-one","10834946","10830794","32422364","32408615","9","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G148817","Z. mays","Sobic.001G032500","S. bicolor","many-to-many","2466889","2463521","32425707","32423509","9","Chr01","","",
"GRMZM2G148817","Z. mays","Sobic.002G254400","S. bicolor","many-to-many","64051816","64046867","32425707","32423509","9","Chr02","","",
"GRMZM2G148855","Z. mays","Sobic.001G482100","S. bicolor","one-to-one","68198997","68194098","16972668","16951802","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G148864","Z. mays","Sobic.002G299900","S. bicolor","one-to-one","67573116","67571506","144439974","144438839","7","Chr02","","similar to Os07g0475000 protein",
"GRMZM2G148867","Z. mays","Sobic.007G162200","S. bicolor","one-to-one","58375048","58373903","201782559","201775585","1","Chr07","","",
"GRMZM2G148872","Z. mays","Sobic.010G181300","S. bicolor","one-to-one","51814848","51810941","87676899","87671921","9","Chr10","","similar to SOUL heme-binding protein-like",
"GRMZM2G148881","Z. mays","Sobic.003G298300","S. bicolor","one-to-one","63007278","63004461","173806790","173803149","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G148884","Z. mays","Sobic.007G033300","S. bicolor","one-to-one","2930715","2928901","83849001","83847901","10","Chr07","","similar to Os08g0137400 protein",
"GRMZM2G148896","Z. mays","Sobic.007G162100","S. bicolor","one-to-one","58373610","58368478","201775619","201771782","1","Chr07","","similar to Os08g0566000 protein",
"GRMZM2G148904","Z. mays","Sobic.003G146000","S. bicolor","one-to-many","15043400","15041025","34586235","34584594","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G148904","Z. mays","Sobic.003G146100","S. bicolor","one-to-many","15051546","15050080","34586235","34584594","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G148908","Z. mays","Sobic.001G234300","S. bicolor","one-to-one","23061218","23058549","236635054","236631325","1","Chr01","","similar to RNA-binding protein, putative, expressed",
"GRMZM2G148924","Z. mays","Sobic.007G032400","S. bicolor","one-to-one","2871777","2867565","84110776","84106484","10","Chr07","","similar to Fertilization-independent endosperm protein",
"GRMZM2G148925","Z. mays","Sobic.001G324800","S. bicolor","one-to-one","54006690","54005692","79077147","79075655","1","Chr01","","similar to Putative cystatin",
"GRMZM2G148937","Z. mays","Sobic.001G019700","S. bicolor","one-to-one","1639361","1634942","1547006","1543960","5","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G148940","Z. mays","Sobic.010G181200","S. bicolor","one-to-one","51810681","51807699","87669926","87667166","9","Chr10","","similar to Os06g0597800 protein",
"GRMZM2G148941","Z. mays","Sobic.005G213800","S. bicolor","one-to-one","60393573","60393208","2416094","2415183","4","Chr05","","",
"GRMZM2G148962","Z. mays","Sobic.001G019400","S. bicolor","one-to-one","1610989","1605474","1538973","1533621","5","Chr01","","similar to Putative uncharacterized protein OSJNBa0075M12.3",
"GRMZM2G148985","Z. mays","Sobic.003G297900","S. bicolor","one-to-one","62991692","62985530","173836774","173830717","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G149024","Z. mays","Sobic.001G138200","S. bicolor","one-to-one","10937633","10936048","256721893","256720152","1","Chr01","","similar to Glycosyl transferase family 8 protein, expressed",
"GRMZM2G149028","Z. mays","Sobic.001G138300","S. bicolor","one-to-one","10951824","10949084","256730779","256728629","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G149031","Z. mays","Sobic.003G297500","S. bicolor","one-to-one","62959478","62956515","173844679","173841879","8","Chr03","","similar to Os01g0752400 protein",
"GRMZM2G149040","Z. mays","Sobic.002G418100","S. bicolor","one-to-one","76541586","76534947","173195685","173190014","7","Chr02","","similar to Os07g0679500 protein",
"GRMZM2G149051","Z. mays","Sobic.002G239700","S. bicolor","one-to-one","62936639","62932652","130973647","130969891","7","Chr02","","similar to CLAVATA-like kinase",
"GRMZM2G149060","Z. mays","Sobic.010G149100","S. bicolor","one-to-one","42850206","42848979","72685462","72683390","9","Chr10","","",
"GRMZM2G149073","Z. mays","Sobic.002G240000","S. bicolor","one-to-one","62958697","62955367","130981037","130977899","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G149104","Z. mays","Sobic.003G297100","S. bicolor","one-to-one","62937905","62936576","173852208","173851609","8","Chr03","","",
"GRMZM2G149105","Z. mays","Sobic.003G296800","S. bicolor","many-to-one","62923059","62922239","173860854","173860096","8","Chr03","","similar to Putative uncharacterized protein P0046E05.18-1",
"GRMZM2G149108","Z. mays","Sobic.005G120700","S. bicolor","one-to-one","43363017","43355618","17443180","17436830","4","Chr05","","similar to Ubiquitin activating enzyme, putative, expressed",
"GRMZM2G149115","Z. mays","Sobic.004G150200","S. bicolor","one-to-one","46774081","46770671","162097975","162094505","5","Chr04","","similar to Putative uncharacterized protein P0040H05.31",
"GRMZM2G149126","Z. mays","Sobic.010G062400","S. bicolor","one-to-one","4882133","4881758","14027223","14026839","9","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G149130","Z. mays","Sobic.010G048700","S. bicolor","one-to-many","3782154","3779343","17240948","17238944","9","Chr10","","",
"GRMZM2G149130","Z. mays","Sobic.010G049300","S. bicolor","one-to-many","3832620","3829267","17240948","17238944","9","Chr10","","",
"GRMZM2G149132","Z. mays","Sobic.010G062500","S. bicolor","one-to-one","4887772","4882785","14026143","14021102","9","Chr10","","similar to Putative DNA-binding protein phosphatase 2C",
"GRMZM2G149153","Z. mays","Sobic.007G062800","S. bicolor","one-to-one","6578481","6566718","29389813","29377433","4","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G149175","Z. mays","Sobic.003G261800","S. bicolor","one-to-one","60007718","59997580","151039704","151034844","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G149178","Z. mays","Sobic.001G313200","S. bicolor","many-to-many","52862358","52861425","134830543","134829898","10","Chr01","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.002G210500","S. bicolor","many-to-many","60307313","60306439","134830543","134829898","10","Chr02","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.002G291100","S. bicolor","many-to-many","66901761","66900753","134830543","134829898","10","Chr02","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.003G056600","S. bicolor","many-to-many","5056574","5055817","134830543","134829898","10","Chr03","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.003G057100","S. bicolor","many-to-many","5085751","5084771","134830543","134829898","10","Chr03","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.003G057400","S. bicolor","many-to-many","5094419","5093126","134830543","134829898","10","Chr03","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.003G347900","S. bicolor","many-to-many","66859734","66857850","134830543","134829898","10","Chr03","","similar to Histone H4",
"GRMZM2G149178","Z. mays","Sobic.006G191800","S. bicolor","many-to-many","55521335","55520176","134830543","134829898","10","Chr06","","similar to Histone H4",
